Selecao,CodigoCasa,Casa,odd_fracionaria,prob_implicita,prob_implicita_pct
Turkey,PUP,PricedUp,150,0.006622516556291391,0.6622516556291391
Turkey,SI,Sporting Index,175,0.005681818181818182,0.5681818181818182
Turkey,G5,BetGoodwin,125,0.007936507936507936,0.7936507936507936
Turkey,VE,Virgin Bet,150,0.006622516556291391,0.6622516556291391
Turkey,QN,QuinnBet,150,0.006622516556291391,0.6622516556291391
Turkey,WA,Betway,150,0.006622516556291391,0.6622516556291391
Turkey,CE,Coral,125,0.007936507936507936,0.7936507936507936
Turkey,BAH,BetAhoy,125,0.007936507936507936,0.7936507936507936
Turkey,BTT,BetTom,125,0.007936507936507936,0.7936507936507936
Turkey,BRS,BresBet,150,0.006622516556291391,0.6622516556291391
Turkey,SK,Sky Bet,150,0.006622516556291391,0.6622516556291391
Turkey,PP,Paddy Power,150,0.006622516556291391,0.6622516556291391
Turkey,AKB,AK Bets,200,0.004975124378109453,0.4975124378109453
Turkey,BF,Betfair,215,0.004629629629629629,0.4629629629629629
Turkey,MA,Matchbook,215,0.004629629629629629,0.4629629629629629
Ivory Coast,B3,bet365,150,0.006622516556291391,0.6622516556291391
Ivory Coast,WH,William Hill,150,0.006622516556291391,0.6622516556291391
Ivory Coast,UN,Unibet,140,0.0070921985815602835,0.7092198581560284
Ivory Coast,FR,Betfred,150,0.006622516556291391,0.6622516556291391
Ivory Coast,EE,888sport,150,0.006622516556291391,0.6622516556291391
Ivory Coast,SX,Spreadex,200,0.004975124378109453,0.4975124378109453
Ivory Coast,LD,Ladbrokes,100,0.009900990099009901,0.9900990099009901
Ivory Coast,VC,Bet Victor,125,0.007936507936507936,0.7936507936507936
Ivory Coast,KN,BetMGM UK,150,0.006622516556291391,0.6622516556291391
Ivory Coast,BY,Boylesports,150,0.006622516556291391,0.6622516556291391
Ivory Coast,OE,10Bet,150,0.006622516556291391,0.6622516556291391
Ivory Coast,S6,StarSports,150,0.006622516556291391,0.6622516556291391
Ivory Coast,PUP,PricedUp,150,0.006622516556291391,0.6622516556291391
Ivory Coast,SI,Sporting Index,200,0.004975124378109453,0.4975124378109453
Ivory Coast,G5,BetGoodwin,125,0.007936507936507936,0.7936507936507936
Ivory Coast,VE,Virgin Bet,150,0.006622516556291391,0.6622516556291391
Ivory Coast,QN,QuinnBet,150,0.006622516556291391,0.6622516556291391
Ivory Coast,WA,Betway,150,0.006622516556291391,0.6622516556291391
Ivory Coast,CE,Coral,100,0.009900990099009901,0.9900990099009901
Ivory Coast,BAH,BetAhoy,125,0.007936507936507936,0.7936507936507936
Ivory Coast,BTT,BetTom,125,0.007936507936507936,0.7936507936507936
Ivory Coast,BRS,BresBet,150,0.006622516556291391,0.6622516556291391
Ivory Coast,SK,Sky Bet,150,0.006622516556291391,0.6622516556291391
Ivory Coast,PP,Paddy Power,150,0.006622516556291391,0.6622516556291391
Ivory Coast,AKB,AK Bets,175,0.005681818181818182,0.5681818181818182
Ivory Coast,BF,Betfair,303,0.003289473684210526,0.3289473684210526
Ivory Coast,MA,Matchbook,293,0.003401360544217687,0.3401360544217687
South Korea,B3,bet365,250,0.00398406374501992,0.398406374501992
South Korea,WH,William Hill,250,0.00398406374501992,0.398406374501992
South Korea,UN,Unibet,200,0.004975124378109453,0.4975124378109453
South Korea,FR,Betfred,250,0.00398406374501992,0.398406374501992
South Korea,EE,888sport,250,0.00398406374501992,0.398406374501992
South Korea,SX,Spreadex,200,0.004975124378109453,0.4975124378109453
South Korea,LD,Ladbrokes,200,0.004975124378109453,0.4975124378109453
South Korea,VC,Bet Victor,150,0.006622516556291391,0.6622516556291391
South Korea,KN,BetMGM UK,250,0.00398406374501992,0.398406374501992
South Korea,BY,Boylesports,250,0.00398406374501992,0.398406374501992
South Korea,OE,10Bet,175,0.005681818181818182,0.5681818181818182
South Korea,S6,StarSports,250,0.00398406374501992,0.398406374501992
South Korea,PUP,PricedUp,250,0.00398406374501992,0.398406374501992
South Korea,SI,Sporting Index,200,0.004975124378109453,0.4975124378109453
South Korea,G5,BetGoodwin,150,0.006622516556291391,0.6622516556291391
South Korea,VE,Virgin Bet,250,0.00398406374501992,0.398406374501992
South Korea,QN,QuinnBet,250,0.00398406374501992,0.398406374501992
South Korea,WA,Betway,200,0.004975124378109453,0.4975124378109453
South Korea,CE,Coral,200,0.004975124378109453,0.4975124378109453
South Korea,BAH,BetAhoy,150,0.006622516556291391,0.6622516556291391
South Korea,BTT,BetTom,150,0.006622516556291391,0.6622516556291391
South Korea,BRS,BresBet,250,0.00398406374501992,0.398406374501992
South Korea,SK,Sky Bet,250,0.00398406374501992,0.398406374501992
South Korea,PP,Paddy Power,250,0.00398406374501992,0.398406374501992
South Korea,AKB,AK Bets,275,0.0036231884057971015,0.36231884057971014
South Korea,BF,Betfair,332,0.003003003003003003,0.3003003003003003
South Korea,MA,Matchbook,322,0.0030959752321981426,0.30959752321981426
Scotland,B3,bet365,200,0.004975124378109453,0.4975124378109453
Scotland,WH,William Hill,150,0.006622516556291391,0.6622516556291391
Scotland,UN,Unibet,200,0.004975124378109453,0.4975124378109453
Scotland,FR,Betfred,150,0.006622516556291391,0.6622516556291391
Scotland,EE,888sport,150,0.006622516556291391,0.6622516556291391
Scotland,SX,Spreadex,250,0.00398406374501992,0.398406374501992
Scotland,LD,Ladbrokes,150,0.006622516556291391,0.6622516556291391
Scotland,VC,Bet Victor,200,0.004975124378109453,0.4975124378109453
Scotland,KN,BetMGM UK,200,0.004975124378109453,0.4975124378109453
Scotland,BY,Boylesports,200,0.004975124378109453,0.4975124378109453
Scotland,OE,10Bet,150,0.006622516556291391,0.6622516556291391
Scotland,S6,StarSports,200,0.004975124378109453,0.4975124378109453
Scotland,PUP,PricedUp,200,0.004975124378109453,0.4975124378109453
Scotland,SI,Sporting Index,250,0.00398406374501992,0.398406374501992
Scotland,G5,BetGoodwin,125,0.007936507936507936,0.7936507936507936
Scotland,VE,Virgin Bet,200,0.004975124378109453,0.4975124378109453
Scotland,QN,QuinnBet,200,0.004975124378109453,0.4975124378109453
Scotland,WA,Betway,150,0.006622516556291391,0.6622516556291391
Scotland,CE,Coral,150,0.006622516556291391,0.6622516556291391
Scotland,BAH,BetAhoy,125,0.007936507936507936,0.7936507936507936
Scotland,BTT,BetTom,125,0.007936507936507936,0.7936507936507936
Scotland,BRS,BresBet,200,0.004975124378109453,0.4975124378109453
Scotland,SK,Sky Bet,250,0.00398406374501992,0.398406374501992
Scotland,PP,Paddy Power,250,0.00398406374501992,0.398406374501992
Scotland,AKB,AK Bets,275,0.0036231884057971015,0.36231884057971014
Scotland,BF,Betfair,430,0.002320185614849188,0.23201856148491878
Scotland,MA,Matchbook,430,0.002320185614849188,0.23201856148491878
Canada,B3,bet365,125,0.007936507936507936,0.7936507936507936
Canada,WH,William Hill,125,0.007936507936507936,0.7936507936507936
Canada,UN,Unibet,300,0.0033222591362126247,0.33222591362126247
Canada,FR,Betfred,125,0.007936507936507936,0.7936507936507936
Canada,EE,888sport,125,0.007936507936507936,0.7936507936507936
Canada,SX,Spreadex,250,0.00398406374501992,0.398406374501992
Canada,LD,Ladbrokes,150,0.006622516556291391,0.6622516556291391
Canada,VC,Bet Victor,250,0.00398406374501992,0.398406374501992
Canada,KN,BetMGM UK,125,0.007936507936507936,0.7936507936507936
Canada,BY,Boylesports,150,0.006622516556291391,0.6622516556291391
Canada,OE,10Bet,125,0.007936507936507936,0.7936507936507936
Canada,S6,StarSports,150,0.006622516556291391,0.6622516556291391
Canada,PUP,PricedUp,150,0.006622516556291391,0.6622516556291391
Canada,SI,Sporting Index,250,0.00398406374501992,0.398406374501992
Canada,G5,BetGoodwin,125,0.007936507936507936,0.7936507936507936
Canada,VE,Virgin Bet,125,0.007936507936507936,0.7936507936507936
Canada,QN,QuinnBet,125,0.007936507936507936,0.7936507936507936
Canada,WA,Betway,150,0.006622516556291391,0.6622516556291391
Canada,CE,Coral,150,0.006622516556291391,0.6622516556291391
Canada,BAH,BetAhoy,125,0.007936507936507936,0.7936507936507936
Canada,BTT,BetTom,125,0.007936507936507936,0.7936507936507936
Canada,BRS,BresBet,150,0.006622516556291391,0.6622516556291391
Canada,SK,Sky Bet,150,0.006622516556291391,0.6622516556291391
Canada,PP,Paddy Power,150,0.006622516556291391,0.6622516556291391
Canada,AKB,AK Bets,150,0.006622516556291391,0.6622516556291391
Canada,BF,Betfair,352,0.0028328611898017,0.28328611898017
Canada,MA,Matchbook,342,0.0029154518950437317,0.2915451895043732
Egypt,B3,bet365,250,0.00398406374501992,0.398406374501992
Egypt,WH,William Hill,200,0.004975124378109453,0.4975124378109453
Egypt,UN,Unibet,400,0.0024937655860349127,0.24937655860349126
Egypt,FR,Betfred,300,0.0033222591362126247,0.33222591362126247
Egypt,EE,888sport,300,0.0033222591362126247,0.33222591362126247
Egypt,SX,Spreadex,300,0.0033222591362126247,0.33222591362126247
Egypt,LD,Ladbrokes,150,0.006622516556291391,0.6622516556291391
Egypt,VC,Bet Victor,200,0.004975124378109453,0.4975124378109453
Egypt,KN,BetMGM UK,300,0.0033222591362126247,0.33222591362126247
Egypt,BY,Boylesports,250,0.00398406374501992,0.398406374501992
Egypt,OE,10Bet,250,0.00398406374501992,0.398406374501992
Egypt,S6,StarSports,300,0.0033222591362126247,0.33222591362126247
Egypt,PUP,PricedUp,300,0.0033222591362126247,0.33222591362126247
Egypt,SI,Sporting Index,300,0.0033222591362126247,0.33222591362126247
Egypt,G5,BetGoodwin,150,0.006622516556291391,0.6622516556291391
Egypt,VE,Virgin Bet,300,0.0033222591362126247,0.33222591362126247
Egypt,QN,QuinnBet,300,0.0033222591362126247,0.33222591362126247
Egypt,WA,Betway,250,0.00398406374501992,0.398406374501992
Egypt,CE,Coral,150,0.006622516556291391,0.6622516556291391
Egypt,BAH,BetAhoy,150,0.006622516556291391,0.6622516556291391
Egypt,BTT,BetTom,150,0.006622516556291391,0.6622516556291391
Egypt,BRS,BresBet,300,0.0033222591362126247,0.33222591362126247
Egypt,SK,Sky Bet,250,0.00398406374501992,0.398406374501992
Egypt,PP,Paddy Power,250,0.00398406374501992,0.398406374501992
Egypt,AKB,AK Bets,400,0.0024937655860349127,0.24937655860349126
Egypt,BF,Betfair,420,0.0023752969121140144,0.23752969121140144
Egypt,MA,Matchbook,420,0.0023752969121140144,0.23752969121140144
Ghana,B3,bet365,400,0.0024937655860349127,0.24937655860349126
Ghana,WH,William Hill,250,0.00398406374501992,0.398406374501992
Ghana,UN,Unibet,400,0.0024937655860349127,0.24937655860349126
Ghana,FR,Betfred,300,0.0033222591362126247,0.33222591362126247
Ghana,EE,888sport,350,0.002849002849002849,0.2849002849002849
Ghana,SX,Spreadex,500,0.001996007984031936,0.19960079840319359
Ghana,LD,Ladbrokes,300,0.0033222591362126247,0.33222591362126247
Ghana,VC,Bet Victor,200,0.004975124378109453,0.4975124378109453
Ghana,KN,BetMGM UK,200,0.004975124378109453,0.4975124378109453
Ghana,BY,Boylesports,250,0.00398406374501992,0.398406374501992
Ghana,OE,10Bet,400,0.0024937655860349127,0.24937655860349126
Ghana,S6,StarSports,500,0.001996007984031936,0.19960079840319359
Ghana,PUP,PricedUp,500,0.001996007984031936,0.19960079840319359
Ghana,SI,Sporting Index,500,0.001996007984031936,0.19960079840319359
Ghana,G5,BetGoodwin,200,0.004975124378109453,0.4975124378109453
Ghana,VE,Virgin Bet,200,0.004975124378109453,0.4975124378109453
Ghana,QN,QuinnBet,400,0.0024937655860349127,0.24937655860349126
Ghana,WA,Betway,350,0.002849002849002849,0.2849002849002849
Ghana,CE,Coral,300,0.0033222591362126247,0.33222591362126247
Ghana,BAH,BetAhoy,200,0.004975124378109453,0.4975124378109453
Ghana,BTT,BetTom,200,0.004975124378109453,0.4975124378109453
Ghana,BRS,BresBet,500,0.001996007984031936,0.19960079840319359
Ghana,SK,Sky Bet,500,0.001996007984031936,0.19960079840319359
Ghana,PP,Paddy Power,500,0.001996007984031936,0.19960079840319359
Ghana,AKB,AK Bets,500,0.001996007984031936,0.19960079840319359
Ghana,BF,Betfair,714,0.0013986013986013986,0.13986013986013987
Ghana,MA,Matchbook,734,0.0013605442176870747,0.13605442176870747
Algeria,B3,bet365,500,0.001996007984031936,0.19960079840319359
Algeria,WH,William Hill,300,0.0033222591362126247,0.33222591362126247
Algeria,UN,Unibet,500,0.001996007984031936,0.19960079840319359
Algeria,FR,Betfred,300,0.0033222591362126247,0.33222591362126247
Algeria,EE,888sport,300,0.0033222591362126247,0.33222591362126247
Algeria,SX,Spreadex,400,0.0024937655860349127,0.24937655860349126
Algeria,LD,Ladbrokes,500,0.001996007984031936,0.19960079840319359
Algeria,VC,Bet Victor,500,0.001996007984031936,0.19960079840319359
Algeria,KN,BetMGM UK,500,0.001996007984031936,0.19960079840319359
Algeria,BY,Boylesports,500,0.001996007984031936,0.19960079840319359
Algeria,OE,10Bet,500,0.001996007984031936,0.19960079840319359
Algeria,S6,StarSports,500,0.001996007984031936,0.19960079840319359
Algeria,PUP,PricedUp,400,0.0024937655860349127,0.24937655860349126
Algeria,SI,Sporting Index,400,0.0024937655860349127,0.24937655860349126
Algeria,G5,BetGoodwin,250,0.00398406374501992,0.398406374501992
Algeria,VE,Virgin Bet,500,0.001996007984031936,0.19960079840319359
Algeria,QN,QuinnBet,500,0.001996007984031936,0.19960079840319359
Algeria,WA,Betway,300,0.0033222591362126247,0.33222591362126247
Algeria,CE,Coral,500,0.001996007984031936,0.19960079840319359
Algeria,BAH,BetAhoy,250,0.00398406374501992,0.398406374501992
Algeria,BTT,BetTom,250,0.00398406374501992,0.398406374501992
Algeria,BRS,BresBet,500,0.001996007984031936,0.19960079840319359
Algeria,SK,Sky Bet,250,0.00398406374501992,0.398406374501992
Algeria,PP,Paddy Power,250,0.00398406374501992,0.398406374501992
Algeria,AKB,AK Bets,500,0.001996007984031936,0.19960079840319359
Algeria,BF,Betfair,979,0.0010204081632653062,0.10204081632653061
Algeria,MA,Matchbook,969,0.0010309278350515464,0.10309278350515465
Paraguay,B3,bet365,400,0.0024937655860349127,0.24937655860349126
Paraguay,WH,William Hill,350,0.002849002849002849,0.2849002849002849
Paraguay,UN,Unibet,400,0.0024937655860349127,0.24937655860349126
Paraguay,FR,Betfred,400,0.0024937655860349127,0.24937655860349126
Paraguay,EE,888sport,350,0.002849002849002849,0.2849002849002849
Paraguay,SX,Spreadex,500,0.001996007984031936,0.19960079840319359
Paraguay,LD,Ladbrokes,300,0.0033222591362126247,0.33222591362126247
Paraguay,VC,Bet Victor,500,0.001996007984031936,0.19960079840319359
Paraguay,KN,BetMGM UK,125,0.007936507936507936,0.7936507936507936
Paraguay,BY,Boylesports,400,0.0024937655860349127,0.24937655860349126
Paraguay,OE,10Bet,400,0.0024937655860349127,0.24937655860349126
Paraguay,S6,StarSports,400,0.0024937655860349127,0.24937655860349126
Paraguay,PUP,PricedUp,400,0.0024937655860349127,0.24937655860349126
Paraguay,SI,Sporting Index,500,0.001996007984031936,0.19960079840319359
Paraguay,G5,BetGoodwin,250,0.00398406374501992,0.398406374501992
Paraguay,VE,Virgin Bet,125,0.007936507936507936,0.7936507936507936
Paraguay,QN,QuinnBet,400,0.0024937655860349127,0.24937655860349126
Paraguay,WA,Betway,300,0.0033222591362126247,0.33222591362126247
Paraguay,CE,Coral,300,0.0033222591362126247,0.33222591362126247
Paraguay,BAH,BetAhoy,250,0.00398406374501992,0.398406374501992
Paraguay,BTT,BetTom,250,0.00398406374501992,0.398406374501992
Paraguay,BRS,BresBet,400,0.0024937655860349127,0.24937655860349126
Paraguay,SK,Sky Bet,500,0.001996007984031936,0.19960079840319359
Paraguay,PP,Paddy Power,500,0.001996007984031936,0.19960079840319359
Paraguay,AKB,AK Bets,525,0.0019011406844106464,0.19011406844106463
Paraguay,BF,Betfair,979,0.0010204081632653062,0.10204081632653061
Paraguay,MA,Matchbook,950,0.0010515247108307045,0.10515247108307045
Bosnia and Herzegovina,B3,bet365,300,0.0033222591362126247,0.33222591362126247
Bosnia and Herzegovina,UN,Unibet,350,0.002849002849002849,0.2849002849002849
Bosnia and Herzegovina,FR,Betfred,250,0.00398406374501992,0.398406374501992
Bosnia and Herzegovina,EE,888sport,250,0.00398406374501992,0.398406374501992
Bosnia and Herzegovina,SX,Spreadex,500,0.001996007984031936,0.19960079840319359
Bosnia and Herzegovina,LD,Ladbrokes,250,0.00398406374501992,0.398406374501992
Bosnia and Herzegovina,VC,Bet Victor,500,0.001996007984031936,0.19960079840319359
Bosnia and Herzegovina,KN,BetMGM UK,300,0.0033222591362126247,0.33222591362126247
Bosnia and Herzegovina,BY,Boylesports,300,0.0033222591362126247,0.33222591362126247
Bosnia and Herzegovina,OE,10Bet,250,0.00398406374501992,0.398406374501992
Bosnia and Herzegovina,S6,StarSports,500,0.001996007984031936,0.19960079840319359
Bosnia and Herzegovina,PUP,PricedUp,500,0.001996007984031936,0.19960079840319359
Bosnia and Herzegovina,SI,Sporting Index,500,0.001996007984031936,0.19960079840319359
Bosnia and Herzegovina,G5,BetGoodwin,250,0.00398406374501992,0.398406374501992
Bosnia and Herzegovina,VE,Virgin Bet,300,0.0033222591362126247,0.33222591362126247
Bosnia and Herzegovina,QN,QuinnBet,300,0.0033222591362126247,0.33222591362126247
Bosnia and Herzegovina,WA,Betway,300,0.0033222591362126247,0.33222591362126247
Bosnia and Herzegovina,CE,Coral,250,0.00398406374501992,0.398406374501992
Bosnia and Herzegovina,BAH,BetAhoy,250,0.00398406374501992,0.398406374501992
Bosnia and Herzegovina,BTT,BetTom,250,0.00398406374501992,0.398406374501992
Bosnia and Herzegovina,BRS,BresBet,500,0.001996007984031936,0.19960079840319359
Bosnia and Herzegovina,SK,Sky Bet,500,0.001996007984031936,0.19960079840319359
Bosnia and Herzegovina,PP,Paddy Power,500,0.001996007984031936,0.19960079840319359
Bosnia and Herzegovina,AKB,AK Bets,525,0.0019011406844106464,0.19011406844106463
Bosnia and Herzegovina,BF,Betfair,979,0.0010204081632653062,0.10204081632653061
Bosnia and Herzegovina,MA,Matchbook,930,0.0010741138560687433,0.10741138560687433
Czech Republic,B3,bet365,500,0.001996007984031936,0.19960079840319359
Czech Republic,WH,William Hill,300,0.0033222591362126247,0.33222591362126247
Czech Republic,UN,Unibet,500,0.001996007984031936,0.19960079840319359
Czech Republic,FR,Betfred,500,0.001996007984031936,0.19960079840319359
Czech Republic,EE,888sport,300,0.0033222591362126247,0.33222591362126247
Czech Republic,SX,Spreadex,400,0.0024937655860349127,0.24937655860349126
Czech Republic,LD,Ladbrokes,300,0.0033222591362126247,0.33222591362126247
Czech Republic,VC,Bet Victor,500,0.001996007984031936,0.19960079840319359
Czech Republic,KN,BetMGM UK,500,0.001996007984031936,0.19960079840319359
Czech Republic,BY,Boylesports,500,0.001996007984031936,0.19960079840319359
Czech Republic,OE,10Bet,450,0.0022172949002217295,0.22172949002217296
Czech Republic,S6,StarSports,500,0.001996007984031936,0.19960079840319359
Czech Republic,PUP,PricedUp,500,0.001996007984031936,0.19960079840319359
Czech Republic,SI,Sporting Index,400,0.0024937655860349127,0.24937655860349126
Czech Republic,G5,BetGoodwin,250,0.00398406374501992,0.398406374501992
Czech Republic,VE,Virgin Bet,500,0.001996007984031936,0.19960079840319359
Czech Republic,QN,QuinnBet,500,0.001996007984031936,0.19960079840319359
Czech Republic,WA,Betway,500,0.001996007984031936,0.19960079840319359
Czech Republic,CE,Coral,300,0.0033222591362126247,0.33222591362126247
Czech Republic,BAH,BetAhoy,250,0.00398406374501992,0.398406374501992
Czech Republic,BTT,BetTom,250,0.00398406374501992,0.398406374501992
Czech Republic,BRS,BresBet,500,0.001996007984031936,0.19960079840319359
Czech Republic,SK,Sky Bet,500,0.001996007984031936,0.19960079840319359
Czech Republic,PP,Paddy Power,500,0.001996007984031936,0.19960079840319359
Czech Republic,AKB,AK Bets,525,0.0019011406844106464,0.19011406844106463
Czech Republic,BF,Betfair,979,0.0010204081632653062,0.10204081632653061
Czech Republic,MA,Matchbook,940,0.0010626992561105207,0.10626992561105207
Iran,B3,bet365,750,0.0013315579227696406,0.13315579227696406
Iran,WH,William Hill,500,0.001996007984031936,0.19960079840319359
Iran,UN,Unibet,750,0.0013315579227696406,0.13315579227696406
Iran,FR,Betfred,750,0.0013315579227696406,0.13315579227696406
Iran,EE,888sport,500,0.001996007984031936,0.19960079840319359
Iran,SX,Spreadex,500,0.001996007984031936,0.19960079840319359
Iran,LD,Ladbrokes,500,0.001996007984031936,0.19960079840319359
Iran,VC,Bet Victor,750,0.0013315579227696406,0.13315579227696406
Iran,KN,BetMGM UK,500,0.001996007984031936,0.19960079840319359
Iran,BY,Boylesports,750,0.0013315579227696406,0.13315579227696406
Iran,OE,10Bet,700,0.0014265335235378032,0.14265335235378032
Iran,S6,StarSports,500,0.001996007984031936,0.19960079840319359
Iran,PUP,PricedUp,500,0.001996007984031936,0.19960079840319359
Iran,SI,Sporting Index,500,0.001996007984031936,0.19960079840319359
Iran,G5,BetGoodwin,250,0.00398406374501992,0.398406374501992
Iran,VE,Virgin Bet,500,0.001996007984031936,0.19960079840319359
Iran,QN,QuinnBet,500,0.001996007984031936,0.19960079840319359
Iran,WA,Betway,300,0.0033222591362126247,0.33222591362126247
Iran,CE,Coral,500,0.001996007984031936,0.19960079840319359
Iran,BAH,BetAhoy,250,0.00398406374501992,0.398406374501992
Iran,BTT,BetTom,250,0.00398406374501992,0.398406374501992
Iran,BRS,BresBet,500,0.001996007984031936,0.19960079840319359
Iran,SK,Sky Bet,500,0.001996007984031936,0.19960079840319359
Iran,PP,Paddy Power,500,0.001996007984031936,0.19960079840319359
Iran,AKB,AK Bets,750,0.0013315579227696406,0.13315579227696406
Iran,BF,Betfair,979,0.0010204081632653062,0.10204081632653061
Iran,MA,Matchbook,793,0.0012594458438287153,0.12594458438287154
DR Congo,B3,bet365,750,0.0013315579227696406,0.13315579227696406
DR Congo,WH,William Hill,750,0.0013315579227696406,0.13315579227696406
DR Congo,UN,Unibet,400,0.0024937655860349127,0.24937655860349126
DR Congo,FR,Betfred,500,0.001996007984031936,0.19960079840319359
DR Congo,EE,888sport,750,0.0013315579227696406,0.13315579227696406
DR Congo,SX,Spreadex,500,0.001996007984031936,0.19960079840319359
DR Congo,LD,Ladbrokes,300,0.0033222591362126247,0.33222591362126247
DR Congo,VC,Bet Victor,500,0.001996007984031936,0.19960079840319359
DR Congo,KN,BetMGM UK,750,0.0013315579227696406,0.13315579227696406
DR Congo,BY,Boylesports,750,0.0013315579227696406,0.13315579227696406
DR Congo,OE,10Bet,700,0.0014265335235378032,0.14265335235378032
DR Congo,S6,StarSports,750,0.0013315579227696406,0.13315579227696406
DR Congo,PUP,PricedUp,750,0.0013315579227696406,0.13315579227696406
DR Congo,SI,Sporting Index,500,0.001996007984031936,0.19960079840319359
DR Congo,G5,BetGoodwin,250,0.00398406374501992,0.398406374501992
DR Congo,VE,Virgin Bet,750,0.0013315579227696406,0.13315579227696406
DR Congo,QN,QuinnBet,750,0.0013315579227696406,0.13315579227696406
DR Congo,WA,Betway,500,0.001996007984031936,0.19960079840319359
DR Congo,CE,Coral,300,0.0033222591362126247,0.33222591362126247
DR Congo,BAH,BetAhoy,250,0.00398406374501992,0.398406374501992
DR Congo,BTT,BetTom,250,0.00398406374501992,0.398406374501992
DR Congo,BRS,BresBet,750,0.0013315579227696406,0.13315579227696406
DR Congo,SK,Sky Bet,500,0.001996007984031936,0.19960079840319359
DR Congo,PP,Paddy Power,500,0.001996007984031936,0.19960079840319359
DR Congo,AKB,AK Bets,750,0.0013315579227696406,0.13315579227696406
DR Congo,BF,Betfair,832,0.0012004801920768306,0.12004801920768307
DR Congo,MA,Matchbook,881,0.0011337868480725624,0.11337868480725624
Tunisia,B3,bet365,750,0.0013315579227696406,0.13315579227696406
Tunisia,WH,William Hill,500,0.001996007984031936,0.19960079840319359
Tunisia,UN,Unibet,750,0.0013315579227696406,0.13315579227696406
Tunisia,FR,Betfred,1000,0.000999000999000999,0.0999000999000999
Tunisia,EE,888sport,500,0.001996007984031936,0.19960079840319359
Tunisia,SX,Spreadex,500,0.001996007984031936,0.19960079840319359
Tunisia,LD,Ladbrokes,750,0.0013315579227696406,0.13315579227696406
Tunisia,VC,Bet Victor,500,0.001996007984031936,0.19960079840319359
Tunisia,KN,BetMGM UK,500,0.001996007984031936,0.19960079840319359
Tunisia,BY,Boylesports,750,0.0013315579227696406,0.13315579227696406
Tunisia,OE,10Bet,750,0.0013315579227696406,0.13315579227696406
Tunisia,S6,StarSports,750,0.0013315579227696406,0.13315579227696406
Tunisia,PUP,PricedUp,750,0.0013315579227696406,0.13315579227696406
Tunisia,SI,Sporting Index,500,0.001996007984031936,0.19960079840319359
Tunisia,G5,BetGoodwin,500,0.001996007984031936,0.19960079840319359
Tunisia,VE,Virgin Bet,500,0.001996007984031936,0.19960079840319359
Tunisia,QN,QuinnBet,500,0.001996007984031936,0.19960079840319359
Tunisia,WA,Betway,1000,0.000999000999000999,0.0999000999000999
Tunisia,CE,Coral,750,0.0013315579227696406,0.13315579227696406
Tunisia,BAH,BetAhoy,500,0.001996007984031936,0.19960079840319359
Tunisia,BTT,BetTom,500,0.001996007984031936,0.19960079840319359
Tunisia,BRS,BresBet,750,0.0013315579227696406,0.13315579227696406
Tunisia,SK,Sky Bet,500,0.001996007984031936,0.19960079840319359
Tunisia,PP,Paddy Power,500,0.001996007984031936,0.19960079840319359
Tunisia,AKB,AK Bets,1000,0.000999000999000999,0.0999000999000999
Tunisia,BF,Betfair,979,0.0010204081632653062,0.10204081632653061
Tunisia,MA,Matchbook,901,0.0011086474501108647,0.11086474501108648
Saudi Arabia,B3,bet365,1000,0.000999000999000999,0.0999000999000999
Saudi Arabia,WH,William Hill,500,0.001996007984031936,0.19960079840319359
Saudi Arabia,UN,Unibet,1000,0.000999000999000999,0.0999000999000999
Saudi Arabia,FR,Betfred,1000,0.000999000999000999,0.0999000999000999
Saudi Arabia,EE,888sport,1000,0.000999000999000999,0.0999000999000999
Saudi Arabia,SX,Spreadex,1000,0.000999000999000999,0.0999000999000999
Saudi Arabia,LD,Ladbrokes,750,0.0013315579227696406,0.13315579227696406
Saudi Arabia,VC,Bet Victor,1000,0.000999000999000999,0.0999000999000999
Saudi Arabia,KN,BetMGM UK,500,0.001996007984031936,0.19960079840319359
Saudi Arabia,BY,Boylesports,500,0.001996007984031936,0.19960079840319359
Saudi Arabia,OE,10Bet,950,0.0010515247108307045,0.10515247108307045
Saudi Arabia,S6,StarSports,1000,0.000999000999000999,0.0999000999000999
Saudi Arabia,PUP,PricedUp,1000,0.000999000999000999,0.0999000999000999
Saudi Arabia,SI,Sporting Index,1000,0.000999000999000999,0.0999000999000999
Saudi Arabia,G5,BetGoodwin,250,0.00398406374501992,0.398406374501992
Saudi Arabia,VE,Virgin Bet,500,0.001996007984031936,0.19960079840319359
Saudi Arabia,QN,QuinnBet,1000,0.000999000999000999,0.0999000999000999
Saudi Arabia,WA,Betway,500,0.001996007984031936,0.19960079840319359
Saudi Arabia,CE,Coral,750,0.0013315579227696406,0.13315579227696406
Saudi Arabia,BAH,BetAhoy,250,0.00398406374501992,0.398406374501992
Saudi Arabia,BTT,BetTom,250,0.00398406374501992,0.398406374501992
Saudi Arabia,BRS,BresBet,1000,0.000999000999000999,0.0999000999000999
Saudi Arabia,SK,Sky Bet,500,0.001996007984031936,0.19960079840319359
Saudi Arabia,PP,Paddy Power,500,0.001996007984031936,0.19960079840319359
Saudi Arabia,AKB,AK Bets,1000,0.000999000999000999,0.0999000999000999
Saudi Arabia,BF,Betfair,979,0.0010204081632653062,0.10204081632653061
Saudi Arabia,MA,Matchbook,842,0.0011862396204033216,0.11862396204033215
